2,3072,384,255555057.000,18076.200,5.884
2,9216,1152,2139261038.000,54325.400,5.895
2,81920,10240,-1927627421.000,483978.800,5.908
2,122880,15360,1204322063.000,727181.800,5.918
2,327680,40960,-355460215.000,1940649.800,5.922
2,655360,81920,-1343588460.000,3882759.400,5.925
2,1310720,163840,-108369233.000,7764962.000,5.924
128,384,384,-1379566662.000,2494.200,6.495
128,1152,1152,-1395101892.000,7526.200,6.533
128,10240,10240,-854957212.000,78366.000,7.653
128,15360,15360,1281258410.000,114812.200,7.475
128,40960,40960,-1986723307.000,351362.200,8.578
128,81920,81920,-1927627421.000,1254146.400,15.309
128,163840,163840,61917401.000,2807603.200,17.136
512,384,384,-1379566662.000,2686.400,6.996
512,1152,1152,-1395101892.000,15863.600,13.770
512,10240,10240,-854957212.000,90524.200,8.840
512,15360,15360,1281258410.000,226323.200,14.735
512,40960,40960,-1986723307.000,676087.600,16.506
512,81920,81920,-1927627421.000,1436134.400,17.531
512,163840,163840,61917401.000,2830191.600,17.274
1024,384,384,-1379566662.000,3321.400,8.649
1024,1152,1152,-1395101892.000,9171.600,7.961
1024,10240,10240,-854957212.000,176411.200,17.228
1024,15360,15360,1281258410.000,243927.200,15.881
1024,40960,40960,-1986723307.000,701470.600,17.126
1024,81920,81920,-1927627421.000,1438838.600,17.564
1024,163840,163840,31472980.000,2812222.000,17.164
2048,384,384,-331471324.000,3197.600,8.327
2048,1152,1152,-915769504.000,9381.600,8.144
2048,10240,10240,-1610163197.000,179791.000,17.558
2048,15360,15360,-123453573.000,271341.200,17.665
2048,40960,40960,952491456.000,734618.800,17.935
2048,81920,81920,-1978031132.000,1505128.600,18.373
2048,163840,163840,31472980.000,3001032.600,18.317
2,3072,384,-197401047.000,18052.200,5.876
2,9216,1152,70868629.000,54302.000,5.892
2,81920,10240,-1978031132.000,483908.200,5.907
2,122880,15360,-1082471498.000,728076.400,5.925
2,327680,40960,297816447.000,1957873.400,5.975
2,655360,81920,-1987098510.000,3900617.000,5.952
2,1310720,163840,229517950.000,7753504.000,5.915
128,384,384,-331471324.000,2500.000,6.510
128,1152,1152,-915769504.000,7566.200,6.568
128,10240,10240,-1610163197.000,80536.000,7.865
128,15360,15360,-123453573.000,113300.000,7.376
128,40960,40960,952491456.000,351112.800,8.572
128,81920,81920,-1978031132.000,1275359.000,15.568
128,163840,163840,31472980.000,2791441.600,17.038
512,384,384,-331471324.000,2649.600,6.900
512,1152,1152,-915769504.000,9737.800,8.453
512,10240,10240,-1610163197.000,88673.200,8.659
512,15360,15360,-123453573.000,224771.800,14.634
512,40960,40960,952491456.000,678755.800,16.571
512,81920,81920,-1978031132.000,1368073.400,16.700
512,163840,163840,31472980.000,2807366.800,17.135
1024,384,384,-331471324.000,3221.800,8.390
1024,1152,1152,-915769504.000,9473.600,8.224
1024,10240,10240,-1610163197.000,154592.600,15.097
1024,15360,15360,-123453573.000,268589.200,17.486
1024,40960,40960,952491456.000,687814.200,16.792
1024,81920,81920,-1978031132.000,1397478.000,17.059
1024,163840,163840,31472980.000,2908609.000,17.753
2048,384,384,-331471324.000,3336.400,8.689
2048,1152,1152,-915769504.000,9052.000,7.858
2048,10240,10240,-1610163197.000,177090.600,17.294
2048,15360,15360,-123453573.000,264949.800,17.249
2048,40960,40960,952491456.000,748564.400,18.275
2048,81920,81920,-628012950.000,1488600.000,18.171
2048,163840,163840,1050375105.000,3014726.000,18.400
2,3072,384,940804752.000,18050.400,5.876
2,9216,1152,190602556.000,54322.400,5.894
2,81920,10240,-628012950.000,483584.800,5.903
2,122880,15360,197318153.000,726289.800,5.911
2,327680,40960,942671785.000,1952618.800,5.959
2,655360,81920,-1941878235.000,3878209.800,5.918
2,1310720,163840,-524034084.000,7758424.200,5.919
128,384,384,1654959289.000,2516.400,6.553
128,1152,1152,1412465138.000,7590.800,6.589
128,10240,10240,-1838551105.000,85656.200,8.365
128,15360,15360,236204303.000,117095.400,7.623
128,40960,40960,750223.000,375854.200,9.176
128,81920,81920,-628012950.000,1270849.200,15.513
128,163840,163840,1050375105.000,2747933.800,16.772
512,384,384,1654959289.000,2673.400,6.962
512,1152,1152,1412465138.000,9488.400,8.236
512,10240,10240,-1838551105.000,91565.400,8.942
512,15360,15360,236204303.000,232799.400,15.156
512,40960,40960,750223.000,694119.600,16.946
512,81920,81920,-628012950.000,1393478.000,17.010
512,163840,163840,1050375105.000,2850945.400,17.401
1024,384,384,1654959289.000,3263.000,8.497
1024,1152,1152,1412465138.000,10077.800,8.748
1024,10240,10240,-1838551105.000,150661.000,14.713
1024,15360,15360,236204303.000,249282.000,16.229
1024,40960,40960,750223.000,688185.000,16.801
1024,81920,81920,-628012950.000,1430444.800,17.461
1024,163840,163840,1050375105.000,2881564.400,17.588
2048,384,384,1654959289.000,3878.000,10.099
2048,1152,1152,1412465138.000,9492.200,8.240
2048,10240,10240,-1838551105.000,176046.400,17.192
2048,15360,15360,236204303.000,283501.000,18.457
2048,40960,40960,750223.000,754652.800,18.424
