4,1536,384,-1695572839.000,9031.200,5.880
4,4608,1152,1170306081.000,27301.200,5.925
4,40960,10240,179536139.000,243405.200,5.943
4,61440,15360,574544356.000,366954.000,5.973
4,163840,40960,-497909823.000,974894.200,5.950
4,327680,81920,114834231.000,1951183.000,5.955
4,655360,163840,-1357480807.000,3916698.200,5.976
128,384,384,-1829288450.000,2526.000,6.578
128,1152,1152,1487073200.000,7556.000,6.559
128,10240,10240,-1584474496.000,77201.600,7.539
128,15360,15360,-2002618902.000,118166.400,7.693
128,40960,40960,179536139.000,394992.600,9.643
128,81920,81920,691430972.000,1266031.000,15.454
128,163840,163840,-497909823.000,2758351.000,16.836
512,384,384,-1829288450.000,2620.000,6.823
512,1152,1152,1487073200.000,10246.600,8.895
512,10240,10240,-1584474496.000,91828.200,8.968
512,15360,15360,-2002618902.000,217194.800,14.140
512,40960,40960,179536139.000,670166.000,16.361
512,81920,81920,691430972.000,1364668.000,16.659
512,163840,163840,-497909823.000,2777393.200,16.952
1024,384,384,-1829288450.000,3734.400,9.725
1024,1152,1152,1487073200.000,10967.400,9.520
1024,10240,10240,-1584474496.000,169286.400,16.532
1024,15360,15360,-2002618902.000,250900.600,16.335
1024,40960,40960,179536139.000,703468.200,17.175
1024,81920,81920,691430972.000,1408676.000,17.196
1024,163840,163840,-497909823.000,2843561.000,17.356
2048,384,384,-1829288450.000,3673.400,9.566
2048,1152,1152,1487073200.000,10689.200,9.279
2048,10240,10240,-1584474496.000,174314.600,17.023
2048,15360,15360,-2002618902.000,274878.800,17.896
2048,40960,40960,179536139.000,747503.200,18.250
2048,81920,81920,691430972.000,1494780.200,18.247
2048,163840,163840,-497909823.000,2971130.000,18.134
4,1536,384,-1695572839.000,9043.400,5.888
4,4608,1152,1170306081.000,27307.600,5.926
4,40960,10240,179536139.000,243118.600,5.936
4,61440,15360,574544356.000,368257.200,5.994
4,163840,40960,-497909823.000,1001520.200,6.113
4,327680,81920,114834231.000,1952649.200,5.959
4,655360,163840,-1357480807.000,3910204.600,5.966
128,384,384,-1829288450.000,2510.800,6.539
128,1152,1152,1487073200.000,7613.800,6.609
128,10240,10240,-1584474496.000,77982.000,7.615
128,15360,15360,-2002618902.000,114867.400,7.478
128,40960,40960,179536139.000,392920.400,9.593
128,81920,81920,691430972.000,1271260.600,15.518
128,163840,163840,-497909823.000,2771699.800,16.917
512,384,384,1193929620.000,2756.800,7.179
512,1152,1152,-1500919672.000,10135.800,8.798
512,10240,10240,59380535.000,94377.800,9.217
512,15360,15360,-1972757386.000,219635.000,14.299
512,40960,40960,943095014.000,696054.400,16.994
512,81920,81920,2077298601.000,1383427.600,16.888
512,163840,163840,1379389063.000,2745394.600,16.757
1024,384,384,1193929620.000,3274.000,8.526
1024,1152,1152,-1500919672.000,9410.000,8.168
1024,10240,10240,59380535.000,149534.400,14.603
1024,15360,15360,-1972757386.000,248979.600,16.210
1024,40960,40960,943095014.000,724855.200,17.697
1024,81920,81920,2077298601.000,1385023.800,16.907
1024,163840,163840,1379389063.000,2918015.800,17.810
2048,384,384,1193929620.000,4253.200,11.076
2048,1152,1152,-1500919672.000,9081.400,7.883
2048,10240,10240,59380535.000,175962.000,17.184
2048,15360,15360,-1972757386.000,271135.600,17.652
2048,40960,40960,943095014.000,740499.400,18.079
2048,81920,81920,2077298601.000,1479173.800,18.056
2048,163840,163840,1379389063.000,2976543.600,18.167
4,1536,384,-1383048854.000,9063.000,5.900
4,4608,1152,2053968145.000,27283.800,5.921
4,40960,10240,943095014.000,242881.000,5.930
4,61440,15360,749164899.000,366685.200,5.968
4,163840,40960,1379389063.000,1001187.200,6.111
4,327680,81920,1258150280.000,1953651.000,5.962
4,655360,163840,-681856574.000,3916617.200,5.976
128,384,384,1193929620.000,2524.000,6.573
128,1152,1152,-1500919672.000,7514.800,6.523
128,10240,10240,59380535.000,78287.000,7.645
128,15360,15360,-1972757386.000,115443.600,7.516
128,40960,40960,943095014.000,368781.600,9.003
128,81920,81920,2077298601.000,1275057.600,15.565
128,163840,163840,1379389063.000,2772249.600,16.920
512,384,384,1193929620.000,2612.800,6.804
512,1152,1152,-1500919672.000,10111.200,8.777
512,10240,10240,59380535.000,94314.800,9.210
512,15360,15360,-1972757386.000,217977.200,14.191
512,40960,40960,943095014.000,683188.000,16.679
512,81920,81920,2077298601.000,1377705.000,16.818
512,163840,163840,1379389063.000,2740909.600,16.729
1024,384,384,1193929620.000,3217.800,8.380
1024,1152,1152,-1500919672.000,9832.600,8.535
1024,10240,10240,59380535.000,152005.400,14.844
1024,15360,15360,-1972757386.000,256324.400,16.688
1024,40960,40960,943095014.000,673678.600,16.447
1024,81920,81920,2077298601.000,1417039.000,17.298
1024,163840,163840,1379389063.000,2863000.200,17.474
2048,384,384,-1366372934.000,3156.600,8.220
2048,1152,1152,-662985695.000,9153.800,7.946
2048,10240,10240,2001474945.000,180189.000,17.597
2048,15360,15360,1933692969.000,269209.000,17.527
2048,40960,40960,2264627.000,751108.600,18.338
2048,81920,81920,2088259213.000,1503209.600,18.350
2048,163840,163840,1016350900.000,2988025.200,18.237
4,1536,384,2101763081.000,9049.600,5.892
4,4608,1152,2048271163.000,27307.800,5.926
4,40960,10240,2264627.000,244190.600,5.962
4,61440,15360,315603429.000,367756.200,5.986
4,163840,40960,1016350900.000,994622.400,6.071
4,327680,81920,1975664035.000,1953757.200,5.962
4,655360,163840,781590241.000,3908272.600,5.964
128,384,384,-1366372934.000,2518.600,6.559
128,1152,1152,-662985695.000,7567.200,6.569
128,10240,10240,2001474945.000,80055.000,7.818
128,15360,15360,1933692969.000,116631.000,7.593
128,40960,40960,2264627.000,365962.800,8.935
128,81920,81920,2088259213.000,1274945.200,15.563
128,163840,163840,1016350900.000,2793585.600,17.051
512,384,384,-1366372934.000,2622.400,6.829
512,1152,1152,-662985695.000,15637.200,13.574
512,10240,10240,2001474945.000,91171.000,8.903
512,15360,15360,1933692969.000,220323.600,14.344
512,40960,40960,2264627.000,662358.400,16.171
512,81920,81920,2088259213.000,1391842.000,16.990
512,163840,163840,1016350900.000,2770751.800,16.911
1024,384,384,-1366372934.000,3634.000,9.464
1024,1152,1152,-662985695.000,10390.600,9.020
1024,10240,10240,2001474945.000,150648.000,14.712
1024,15360,15360,1933692969.000,261719.200,17.039
1024,40960,40960,2264627.000,713526.200,17.420
1024,81920,81920,2088259213.000,1443380.200,17.619
1024,163840,163840,1016350900.000,2820482.400,17.215
2048,384,384,-1366372934.000,3474.200,9.047
2048,1152,1152,-662985695.000,9401.800,8.161
2048,10240,10240,2001474945.000,186956.000,18.257
2048,15360,15360,1933692969.000,283159.600,18.435
2048,40960,40960,2264627.000,733360.000,17.904
2048,81920,81920,2088259213.000,1503883.400,18.358
2048,163840,163840,1146038091.000,2952162.800,18.019
4,1536,384,-1357583318.000,9044.400,5.888
4,4608,1152,-315485711.000,27313.200,5.927
4,40960,10240,942910691.000,242904.400,5.930
4,61440,15360,-905747920.000,366107.200,5.959
4,163840,40960,1146038091.000,999411.000,6.100
4,327680,81920,1112329528.000,1985666.800,6.060
4,655360,163840,1392583625.000,3954383.000,6.034
128,384,384,-1410876589.000,2521.600,6.567
128,1152,1152,-86965094.000,7613.600,6.609
128,10240,10240,-759463668.000,79440.600,7.758
128,15360,15360,-548269505.000,116809.200,7.605
128,40960,40960,942910691.000,360022.800,8.790
128,81920,81920,1726688796.000,1271672.000,15.523
128,163840,163840,1146038091.000,2776056.600,16.944
512,384,384,-1410876589.000,2660.600,6.929
512,1152,1152,-86965094.000,9690.200,8.412
512,10240,10240,-759463668.000,93973.800,9.177
512,15360,15360,-548269505.000,217210.400,14.141
512,40960,40960,942910691.000,678770.800,16.572
512,81920,81920,1726688796.000,1382994.400,16.882
512,163840,163840,1146038091.000,2752123.000,16.798
1024,384,384,-1410876589.000,3200.800,8.335
1024,1152,1152,-86965094.000,9557.200,8.296
1024,10240,10240,-759463668.000,153186.600,14.960
1024,15360,15360,-548269505.000,258276.000,16.815
1024,40960,40960,942910691.000,704173.400,17.192
1024,81920,81920,1726688796.000,1482392.400,18.096
1024,163840,163840,1146038091.000,2920500.400,17.825
2048,384,384,-1410876589.000,3113.400,8.108
2048,1152,1152,-86965094.000,9001.800,7.814
2048,10240,10240,-759463668.000,175199.400,17.109
2048,15360,15360,-548269505.000,273856.800,17.829
2048,40960,40960,942910691.000,740893.000,18.088
2048,81920,81920,1726688796.000,1501579.000,18.330
2048,163840,163840,1146038091.000,2959304.400,18.062
4,1536,384,-1357583318.000,9059.000,5.898
4,4608,1152,-315485711.000,27281.800,5.921
4,40960,10240,942910691.000,244322.600,5.965
4,61440,15360,-905747920.000,366647.000,5.968
4,163840,40960,1146038091.000,994676.200,6.071
4,327680,81920,2077489283.000,1951500.200,5.956
4,655360,163840,-242368228.000,3906931.400,5.962
128,384,384,1265505086.000,2498.600,6.507
128,1152,1152,-167169761.000,7531.800,6.538
128,10240,10240,304025154.000,79086.000,7.723
128,15360,15360,1147111064.000,114897.800,7.480
128,40960,40960,1427261104.000,372653.400,9.098
128,81920,81920,-283417940.000,1270255.200,15.506
128,163840,163840,1238648886.000,2773496.600,16.928
512,384,384,1265505086.000,2745.000,7.148
512,1152,1152,-167169761.000,10243.000,8.891
512,10240,10240,304025154.000,94007.000,9.180
512,15360,15360,1147111064.000,217683.400,14.172
512,40960,40960,1427261104.000,665998.000,16.260
512,81920,81920,-283417940.000,1363006.000,16.638
512,163840,163840,1238648886.000,2783525.600,16.989
1024,384,384,1265505086.000,3489.600,9.088
1024,1152,1152,-167169761.000,9443.600,8.198
1024,10240,10240,304025154.000,156502.200,15.283
1024,15360,15360,1147111064.000,246842.800,16.070
1024,40960,40960,1427261104.000,729673.800,17.814
1024,81920,81920,-283417940.000,1389410.400,16.961
1024,163840,163840,1238648886.000,2782599.600,16.984
2048,384,384,1265505086.000,3176.400,8.272
2048,1152,1152,-167169761.000,15917.200,13.817
2048,10240,10240,304025154.000,172577.400,16.853
2048,15360,15360,1147111064.000,282085.000,18.365
2048,40960,40960,1427261104.000,738652.600,18.034
2048,81920,81920,-283417940.000,1481304.400,18.082
2048,163840,163840,1238648886.000,3007175.000,18.354
4,1536,384,-1056107740.000,9044.600,5.888
4,4608,1152,-1515138136.000,27349.400,5.935
4,40960,10240,1427261104.000,243561.200,5.946
4,61440,15360,2101956263.000,365997.400,5.957
4,163840,40960,1238648886.000,993835.400,6.066
4,327680,81920,2077489283.000,1951960.800,5.957
4,655360,163840,-242368228.000,3905809.000,5.960
128,384,384,1265505086.000,2504.400,6.522
128,1152,1152,-167169761.000,7524.000,6.531
128,10240,10240,304025154.000,77960.400,7.613
128,15360,15360,1147111064.000,116677.400,7.596
128,40960,40960,1427261104.000,360959.000,8.812
128,81920,81920,-283417940.000,1264331.800,15.434
128,163840,163840,1238648886.000,2767916.800,16.894
512,384,384,1265505086.000,2679.600,6.978
512,1152,1152,-167169761.000,10214.800,8.867
512,10240,10240,304025154.000,92458.200,9.029
512,15360,15360,1147111064.000,222080.000,14.458
512,40960,40960,1427261104.000,662783.800,16.181
512,81920,81920,-283417940.000,1389213.800,16.958
512,163840,163840,1238648886.000,2760908.200,16.851
1024,384,384,-356862868.000,3204.000,8.344
1024,1152,1152,-794679721.000,9837.200,8.539
1024,10240,10240,-1267053337.000,153224.000,14.963
1024,15360,15360,-725976834.000,237576.400,15.467
1024,40960,40960,-499565403.000,722697.400,17.644
1024,81920,81920,1151641774.000,1389354.600,16.960
1024,163840,163840,-630953359.000,2804974.400,17.120
2048,384,384,-356862868.000,3491.800,9.093
2048,1152,1152,-794679721.000,9111.800,7.910
2048,10240,10240,-1267053337.000,175587.200,17.147
2048,15360,15360,-725976834.000,280664.400,18.272
2048,40960,40960,-499565403.000,734161.800,17.924
2048,81920,81920,1151641774.000,1500432.800,18.316
2048,163840,163840,-630953359.000,2975214.000,18.159
4,1536,384,-816984455.000,9045.400,5.889
4,4608,1152,-2075651314.000,28269.400,6.135
4,40960,10240,-499565403.000,243139.000,5.936
4,61440,15360,1666983413.000,365622.400,5.951
4,163840,40960,-630953359.000,978547.000,5.973
4,327680,81920,1454421431.000,1972769.400,6.020
4,655360,163840,466232786.000,3919550.200,5.981
128,384,384,-356862868.000,2510.600,6.538
128,1152,1152,-794679721.000,7523.200,6.531
128,10240,10240,-1267053337.000,81525.600,7.961
128,15360,15360,-725976834.000,114962.000,7.485
128,40960,40960,-499565403.000,355963.200,8.691
128,81920,81920,1151641774.000,1272484.800,15.533
128,163840,163840,-630953359.000,2764754.600,16.875
512,384,384,-356862868.000,2682.200,6.985
512,1152,1152,-794679721.000,9903.800,8.597
512,10240,10240,-1267053337.000,90744.600,8.862
512,15360,15360,-725976834.000,216138.600,14.072
512,40960,40960,-499565403.000,686664.800,16.764
512,81920,81920,1151641774.000,1367056.000,16.688
512,163840,163840,-630953359.000,2744432.000,16.751
1024,384,384,-356862868.000,3575.400,9.311
1024,1152,1152,-794679721.000,9728.000,8.444
1024,10240,10240,-1267053337.000,156709.400,15.304
1024,15360,15360,-725976834.000,246736.800,16.064
1024,40960,40960,-499565403.000,767617.600,18.741
1024,81920,81920,1151641774.000,1408911.800,17.199
1024,163840,163840,-630953359.000,2855123.000,17.426
2048,384,384,-268988447.000,3050.400,7.944
2048,1152,1152,1947209990.000,8974.400,7.790
2048,10240,10240,1966099004.000,173341.600,16.928
2048,15360,15360,-2079665882.000,271944.600,17.705
2048,40960,40960,-177738339.000,742626.000,18.131
2048,81920,81920,-1563772506.000,1473226.800,17.984
2048,163840,163840,2043095215.000,2981380.000,18.197
4,1536,384,-2028670293.000,9058.200,5.897
4,4608,1152,-693764952.000,27340.600,5.933
4,40960,10240,-177738339.000,242866.600,5.929
4,61440,15360,-1948923466.000,366025.000,5.957
4,163840,40960,2043095215.000,1006173.800,6.141
4,327680,81920,-1500596497.000,1956761.000,5.972
4,655360,163840,-2086785295.000,3907816.000,5.963
128,384,384,-268988447.000,2512.200,6.542
128,1152,1152,1947209990.000,7547.200,6.551
128,10240,10240,1966099004.000,77203.400,7.539
128,15360,15360,-2079665882.000,116762.800,7.602
128,40960,40960,-177738339.000,366746.200,8.954
128,81920,81920,-1563772506.000,1355701.400,16.549
128,163840,163840,2043095215.000,2779530.200,16.965
512,384,384,-268988447.000,2613.000,6.805
512,1152,1152,1947209990.000,9571.800,8.309
512,10240,10240,1966099004.000,91167.800,8.903
512,15360,15360,-2079665882.000,217322.600,14.149
512,40960,40960,-177738339.000,685340.200,16.732
512,81920,81920,-1563772506.000,1408596.800,17.195
512,163840,163840,2043095215.000,2741706.000,16.734
1024,384,384,-268988447.000,3186.800,8.299
1024,1152,1152,1947209990.000,9605.800,8.338
1024,10240,10240,1966099004.000,150057.000,14.654
1024,15360,15360,-2079665882.000,260935.400,16.988
1024,40960,40960,-177738339.000,689237.800,16.827
1024,81920,81920,-1563772506.000,1423558.200,17.377
1024,163840,163840,2043095215.000,2830293.600,17.275
2048,384,384,-268988447.000,3344.600,8.710
2048,1152,1152,1947209990.000,9547.600,8.288
2048,10240,10240,1966099004.000,171840.200,16.781
2048,15360,15360,-2079665882.000,267188.200,17.395
2048,40960,40960,-177738339.000,745814.000,18.208
2048,81920,81920,-1563772506.000,1498942.000,18.298
2048,163840,163840,1349941193.000,2996029.800,18.286
4,1536,384,908157634.000,9049.600,5.892
4,4608,1152,-1425254688.000,27312.400,5.927
4,40960,10240,-347450000.000,243185.600,5.937
4,61440,15360,-1549726880.000,366347.800,5.963
4,163840,40960,1349941193.000,976840.800,5.962
4,327680,81920,-1680972700.000,1954107.400,5.963
4,655360,163840,-1810409143.000,3920460.000,5.982
128,384,384,755850562.000,2503.600,6.520
128,1152,1152,858671694.000,7543.400,6.548
128,10240,10240,161884870.000,77225.400,7.542
128,15360,15360,-15706386.000,116276.400,7.570
128,40960,40960,-347450000.000,363249.000,8.868
128,81920,81920,1440494243.000,1249401.800,15.251
128,163840,163840,1349941193.000,2803404.200,17.111
512,384,384,755850562.000,2653.800,6.911
512,1152,1152,858671694.000,9682.800,8.405
512,10240,10240,161884870.000,95358.800,9.312
512,15360,15360,-15706386.000,215947.400,14.059
512,40960,40960,-347450000.000,692953.600,16.918
512,81920,81920,1440494243.000,1347479.200,16.449
512,163840,163840,1349941193.000,2753686.400,16.807
1024,384,384,755850562.000,3212.800,8.367
1024,1152,1152,858671694.000,10108.400,8.775
1024,10240,10240,161884870.000,147927.000,14.446
1024,15360,15360,-15706386.000,277607.000,18.073
1024,40960,40960,-347450000.000,735792.000,17.964
1024,81920,81920,1440494243.000,1414653.000,17.269
1024,163840,163840,1349941193.000,2927807.400,17.870
2048,384,384,755850562.000,3399.200,8.852
2048,1152,1152,858671694.000,9348.200,8.115
2048,10240,10240,161884870.000,182857.200,17.857
2048,15360,15360,-15706386.000,266804.000,17.370
2048,40960,40960,-347450000.000,742291.800,18.122
2048,81920,81920,1440494243.000,1490513.600,18.195
2048,163840,163840,1349941193.000,3018690.400,18.425
