2,1536,384,70.017,10868.400,7.076
2,4608,1152,90.673,34845.600,7.562
2,40960,10240,-12.912,291436.000,7.115
2,61440,15360,153.896,440303.600,7.166
2,163840,40960,-192.652,1174559.800,7.169
2,327680,81920,321.569,2345945.600,7.159
2,655360,163840,2234.810,4707184.600,7.183
8,384,384,47.049,2730.000,7.109
8,1152,1152,95.600,8247.200,7.159
8,10240,10240,6.488,74311.000,7.257
8,15360,15360,80.875,111145.600,7.236
8,40960,40960,-12.912,304112.200,7.425
8,81920,81920,364.058,594075.800,7.252
8,163840,163840,-192.652,1196274.600,7.301
128,384,384,47.049,2787.000,7.258
128,1152,1152,95.600,9629.600,8.359
128,10240,10240,6.488,76538.600,7.474
128,15360,15360,80.875,123977.000,8.071
128,40960,40960,-12.912,632599.000,15.444
128,81920,81920,364.058,1297917.600,15.844
128,163840,163840,-192.652,2622830.200,16.008
512,384,384,47.049,3301.600,8.598
512,1152,1152,95.600,9705.600,8.425
512,10240,10240,6.488,147125.800,14.368
512,15360,15360,80.875,274859.800,17.895
512,40960,40960,-12.912,691563.800,16.884
512,81920,81920,364.058,1435700.000,17.526
512,163840,163840,-192.652,2843144.400,17.353
1024,384,384,47.049,3443.600,8.968
1024,1152,1152,95.600,9605.600,8.338
1024,10240,10240,6.488,177461.200,17.330
1024,15360,15360,80.875,270085.400,17.584
1024,40960,40960,-12.912,731151.600,17.850
1024,81920,81920,364.058,1482945.400,18.102
1024,163840,163840,-192.652,2910022.000,17.761
2,1536,384,70.017,10872.600,7.079
2,4608,1152,90.673,32717.400,7.100
2,40960,10240,-12.912,291641.200,7.120
2,61440,15360,153.896,439801.000,7.158
2,163840,40960,-192.652,1177099.200,7.184
2,327680,81920,321.569,2361846.000,7.208
2,655360,163840,2234.810,4705124.000,7.179
8,384,384,47.049,2716.200,7.073
8,1152,1152,95.600,8226.800,7.141
8,10240,10240,6.488,73163.800,7.145
8,15360,15360,80.875,111405.800,7.253
8,40960,40960,-12.912,304304.000,7.429
8,81920,81920,364.058,592261.600,7.230
8,163840,163840,-192.652,1186808.200,7.244
128,384,384,47.049,2754.800,7.174
128,1152,1152,95.600,8864.000,7.694
128,10240,10240,6.488,77510.600,7.569
128,15360,15360,80.875,124878.200,8.130
128,40960,40960,-12.912,643095.000,15.701
128,81920,81920,364.058,1302071.800,15.894
128,163840,163840,-192.652,2604526.800,15.897
512,384,384,47.049,3661.400,9.535
512,1152,1152,95.600,9719.400,8.437
512,10240,10240,6.488,148126.600,14.465
512,15360,15360,-30.875,244438.800,15.914
512,40960,40960,-126.818,671072.000,16.384
512,81920,81920,-270.966,1382736.200,16.879
512,163840,163840,42.699,2839363.000,17.330
1024,384,384,-6.356,3522.200,9.172
1024,1152,1152,-8.550,8959.600,7.777
1024,10240,10240,-127.519,173895.600,16.982
1024,15360,15360,-30.875,277133.400,18.043
1024,40960,40960,-126.818,736365.400,17.978
1024,81920,81920,-270.966,1466795.400,17.905
1024,163840,163840,42.699,2933509.400,17.905
2,1536,384,20.596,10876.600,7.081
2,4608,1152,-95.635,33527.400,7.276
2,40960,10240,-126.818,292052.400,7.130
2,61440,15360,-129.132,439758.800,7.158
2,163840,40960,42.699,1174037.600,7.166
2,327680,81920,734.299,2359299.200,7.200
2,655360,163840,1530.906,4700855.800,7.173
8,384,384,-6.356,2717.600,7.077
8,1152,1152,-8.550,8260.000,7.170
8,10240,10240,-127.519,74318.600,7.258
8,15360,15360,-30.875,114297.000,7.441
8,40960,40960,-126.818,301686.800,7.365
8,81920,81920,-270.966,593599.000,7.246
8,163840,163840,42.699,1183050.800,7.221
128,384,384,-6.356,2770.200,7.214
128,1152,1152,-8.550,8598.400,7.464
128,10240,10240,-127.519,76782.400,7.498
128,15360,15360,-30.875,119810.400,7.800
128,40960,40960,-126.818,632575.200,15.444
128,81920,81920,-270.966,1278993.000,15.613
128,163840,163840,42.699,2685079.800,16.388
512,384,384,-6.356,3252.200,8.469
512,1152,1152,-8.550,9680.800,8.403
512,10240,10240,-127.519,148787.800,14.530
512,15360,15360,-30.875,258463.000,16.827
512,40960,40960,-126.818,700728.400,17.108
512,81920,81920,-270.966,1430969.800,17.468
512,163840,163840,42.699,2757719.800,16.832
1024,384,384,-6.356,3651.600,9.509
1024,1152,1152,-8.550,9214.000,7.998
1024,10240,10240,-127.519,174639.600,17.055
1024,15360,15360,-30.875,270237.600,17.594
1024,40960,40960,-126.818,735287.000,17.951
1024,81920,81920,364.247,1469800.200,17.942
1024,163840,163840,951.809,2933888.400,17.907
2,1536,384,-59.472,10872.800,7.079
2,4608,1152,108.805,32734.000,7.104
2,40960,10240,174.929,292350.000,7.137
2,61440,15360,228.050,439995.400,7.161
2,163840,40960,951.809,1191976.200,7.275
2,327680,81920,-192.487,2350172.000,7.172
2,655360,163840,-369.586,4702351.200,7.175
8,384,384,-23.077,2752.600,7.168
8,1152,1152,-68.497,8220.400,7.136
8,10240,10240,33.373,73178.200,7.146
8,15360,15360,-97.227,110322.400,7.182
8,40960,40960,174.929,297326.000,7.259
8,81920,81920,364.247,591497.000,7.220
8,163840,163840,951.809,1185187.800,7.234
128,384,384,-23.077,2761.600,7.192
128,1152,1152,-68.497,8569.400,7.439
128,10240,10240,33.373,79017.600,7.717
128,15360,15360,-97.227,123946.200,8.069
128,40960,40960,174.929,636851.000,15.548
128,81920,81920,364.247,1278391.200,15.605
128,163840,163840,951.809,2609417.400,15.927
512,384,384,-23.077,6256.800,16.294
512,1152,1152,-68.497,9102.800,7.902
512,10240,10240,33.373,150387.200,14.686
512,15360,15360,-97.227,246318.600,16.036
512,40960,40960,174.929,688008.800,16.797
512,81920,81920,364.247,1425916.600,17.406
512,163840,163840,951.809,2780221.800,16.969
1024,384,384,-23.077,3050.200,7.943
1024,1152,1152,-68.497,9317.200,8.088
